时间,位移,载荷,压缩应变 (位移),压缩应力,循环计数
(s),(mm),(N),(%),(MPa),
2006.232,3.32468,18.19047,32.46759,0.17907,16
2006.332,3.33318,18.22145,32.55059,0.17938,16
2006.432,3.34121,18.28759,32.62899,0.18003,16
2006.532,3.34983,18.32377,32.71315,0.18039,16
2006.632,3.35821,18.39875,32.79501,0.18112,16
2006.732,3.36647,18.46828,32.8757,0.18181,16
2006.832,3.37521,18.54337,32.96102,0.18255,16
2006.932,3.38335,18.5905,33.04057,0.18301,16
2007.032,3.39138,18.61434,33.11897,0.18325,16
2007.132,3.39988,18.68573,33.20197,0.18395,16
2007.232,3.40803,18.73533,33.28152,0.18444,16
2007.332,3.41665,18.7871,33.36568,0.18495,16
2007.432,3.42491,18.8607,33.44638,0.18567,16
2007.532,3.43306,18.89461,33.52593,0.18601,16
2007.632,3.44156,18.95299,33.60894,0.18658,16
2007.732,3.44982,19.00601,33.68964,0.1871,16
2007.832,3.45797,19.07133,33.76919,0.18775,16
2007.932,3.46647,19.11167,33.8522,0.18814,16
2008.032,3.47461,19.19417,33.93175,0.18895,16
2008.132,3.48299,19.2781,34.0136,0.18978,16
2008.232,3.49161,19.33172,34.09777,0.19031,16
2008.332,3.49999,19.36159,34.17962,0.1906,16
2008.432,3.50849,19.4116,34.26263,0.1911,16
2008.532,3.51652,19.50048,34.34102,0.19197,16
2008.632,3.52478,19.52556,34.42173,0.19222,16
2008.732,3.53317,19.5801,34.50358,0.19275,16
2008.832,3.54143,19.63744,34.58428,0.19332,16
2008.932,3.54969,19.697,34.66499,0.1939,16
2009.032,3.55819,19.78869,34.74799,0.19481,16
2009.132,3.56634,19.82538,34.82754,0.19517,16
2009.232,3.57484,19.89287,34.91055,0.19583,16
2009.332,3.5831,19.93176,34.99125,0.19622,16
2009.432,3.59125,20.0125,35.0708,0.19701,16
2009.532,3.59987,20.07744,35.15496,0.19765,16
2009.632,3.60801,20.10709,35.23451,0.19794,16
2009.732,3.6164,20.18008,35.31637,0.19866,16
2009.832,3.62513,20.25597,35.40168,0.19941,16
2009.932,3.63328,20.32205,35.48123,0.20006,16
2010.032,3.64178,20.36959,35.56424,0.20053,16
2010.132,3.64981,20.39867,35.64264,0.20081,16
2010.232,3.65807,20.48842,35.72334,0.2017,16
2010.332,3.66669,20.55014,35.80749,0.2023,16
2010.432,3.67472,20.61588,35.88589,0.20295,16
2010.532,3.68298,20.66193,35.96659,0.2034,16
2010.632,3.69183,20.72884,36.05306,0.20406,16
2010.732,3.69974,20.80771,36.13031,0.20484,16
2010.832,3.70813,20.86108,36.21216,0.20536,16
2010.932,3.71639,20.93143,36.29286,0.20606,16
2011.032,3.72465,20.96799,36.37356,0.20642,16
2011.132,3.73339,21.03391,36.45887,0.20707,16
2011.232,3.74153,21.11878,36.53843,0.2079,16
2011.332,3.74992,21.13651,36.62028,0.20808,16
2011.432,3.75853,21.2329,36.70444,0.20902,16
2011.532,3.76656,21.30786,36.78283,0.20976,16
2011.632,3.77471,21.35429,36.86239,0.21022,16
2011.732,3.78321,21.40244,36.94539,0.21069,16
2011.832,3.79135,21.4638,37.02494,0.2113,16
2011.932,3.79985,21.5411,37.10795,0.21206,16
2012.032,3.80824,21.62579,37.18981,0.21289,16
2012.132,3.81626,21.65677,37.2682,0.2132,16
2012.232,3.82488,21.76936,37.35236,0.21431,16
2012.332,3.83315,21.83257,37.43307,0.21493,16
2012.432,3.84129,21.88159,37.51261,0.21541,16
2012.532,3.85015,21.96618,37.59908,0.21624,16
2012.632,3.85829,22.04391,37.67863,0.21701,16
2012.732,3.86667,22.06334,37.76048,0.2172,16
2012.832,3.87494,22.18308,37.84119,0.21838,16
2012.932,3.8832,22.23554,37.92189,0.2189,16
2013.032,3.89147,22.29113,38.00259,0.21944,16
2013.132,3.89973,22.32286,38.08329,0.21975,16
2013.232,3.90788,22.43859,38.16284,0.22089,16
2013.332,3.91649,22.48092,38.247,0.22131,16
2013.432,3.92476,22.60149,38.32771,0.2225,16
2013.532,3.93302,22.6203,38.40841,0.22268,16
2013.632,3.94164,22.67978,38.49257,0.22327,16
2013.732,3.94978,22.77693,38.57212,0.22422,16
2013.832,3.95817,22.8614,38.65398,0.22506,16
2013.932,3.96643,22.8955,38.73467,0.22539,16
2014.032,3.97481,23.01682,38.81653,0.22659,16
2014.132,3.98355,23.06519,38.90184,0.22706,16
2014.232,3.99146,23.16001,38.97909,0.228,16
2014.332,3.99996,23.21872,39.06209,0.22857,16
2014.432,4.00834,23.29743,39.14396,0.22935,16
2014.532,4.01625,23.38491,39.2212,0.23021,16
2014.632,4.02475,23.40647,39.3042,0.23042,16
2014.732,4.03301,23.52059,39.38491,0.23155,16
2014.832,4.04128,23.58737,39.46561,0.2322,16
2014.932,4.0499,23.66692,39.54976,0.23299,16
2015.032,4.05816,23.73672,39.63047,0.23367,16
2015.132,4.06666,23.8023,39.71348,0.23432,16
2015.232,4.07504,23.92196,39.79533,0.2355,16
2015.332,4.08307,23.9245,39.87373,0.23552,16
2015.432,4.09145,24.02823,39.95558,0.23654,16
2015.532,4.10007,24.1252,40.03974,0.2375,16
2015.632,4.1081,24.2147,40.11814,0.23838,16
2015.732,4.11672,24.25406,40.2023,0.23877,16
2015.832,4.12486,24.34236,40.28185,0.23964,16
2015.932,4.13313,24.44296,40.36255,0.24063,16
2016.032,4.14162,24.52821,40.44556,0.24147,16
2016.132,4.14953,24.5876,40.5228,0.24205,16
2016.232,4.15803,24.66352,40.60581,0.2428,16
2016.332,4.16653,24.76551,40.68881,0.2438,16
2016.432,4.1748,24.83557,40.76952,0.24449,16
2016.532,4.18342,24.91805,40.85368,0.2453,16
2016.632,4.19144,24.995,40.93208,0.24606,16
2016.732,4.19971,25.07456,41.01278,0.24684,16
2016.832,4.20844,25.16862,41.09809,0.24777,16
2016.932,4.21647,25.22321,41.17649,0.24831,16
2017.032,4.22497,25.32644,41.25949,0.24932,16
2017.132,4.23347,25.43694,41.3425,0.25041,16
2017.232,4.2415,25.50489,41.4209,0.25108,16
2017.332,4.25012,25.55253,41.50506,0.25155,16
2017.432,4.25815,25.65392,41.58345,0.25255,16
2017.532,4.26617,25.76055,41.66185,0.2536,16
2017.632,4.27479,25.86198,41.74601,0.2546,16
2017.732,4.28306,25.92787,41.82672,0.25524,16
2017.832,4.29144,26.04096,41.90857,0.25636,16
2017.932,4.30006,26.12407,41.99273,0.25718,16
2018.032,4.3082,26.19962,42.07228,0.25792,16
2018.132,4.31658,26.28573,42.15413,0.25877,16
2018.232,4.32497,26.35582,42.23599,0.25946,16
2018.332,4.33311,26.48466,42.31554,0.26073,16
2018.432,4.34149,26.57652,42.39739,0.26163,16
2018.532,4.34988,26.64621,42.47925,0.26232,16
2018.632,4.35814,26.77703,42.55995,0.2636,16
2018.732,4.36676,26.82149,42.64411,0.26404,16
2018.832,4.37478,26.91966,42.72251,0.26501,16
2018.932,4.38305,27.03121,42.80321,0.26611,16
2019.032,4.39143,27.12433,42.88507,0.26702,16
2019.132,4.39946,27.21846,42.96346,0.26795,16
2019.232,4.40819,27.3188,43.04878,0.26894,16
2019.332,4.41658,27.43208,43.13063,0.27005,16
2019.432,4.42472,27.52199,43.21018,0.27094,16
2019.532,4.43322,27.60841,43.29319,0.27179,16
2019.632,4.4416,27.71759,43.37504,0.27286,16
2019.732,4.44999,27.82591,43.45689,0.27393,16
2019.832,4.45837,27.90567,43.53875,0.27471,16
2019.932,4.46628,27.99224,43.616,0.27557,16
2020.032,4.47501,28.12564,43.70131,0.27688,16
2020.132,4.48328,28.23049,43.78201,0.27791,16
2020.232,4.49142,28.31865,43.86156,0.27878,16
2020.332,4.49992,28.40808,43.94456,0.27966,16
2020.432,4.50819,28.5211,44.02527,0.28077,16
2020.532,4.51645,28.59511,44.10598,0.2815,16
2020.632,4.52472,28.69711,44.18668,0.28251,16
2020.732,4.53298,28.81021,44.26738,0.28362,16
2020.832,4.54148,28.9046,44.35038,0.28455,16
2020.932,4.54974,29.02554,44.43109,0.28574,16
2021.032,4.55813,29.15532,44.51294,0.28702,16
2021.132,4.56686,29.25732,44.59825,0.28802,16
2021.232,4.57489,29.35758,44.67665,0.28901,16
2021.332,4.58315,29.43364,44.75735,0.28976,16
2021.432,4.59165,29.56071,44.84037,0.29101,16
2021.532,4.59968,29.6794,44.91875,0.29218,16
2021.632,4.60806,29.77114,45.00061,0.29308,16
2021.732,4.61656,29.90292,45.08362,0.29438,16
2021.832,4.62471,30.03411,45.16317,0.29567,16
2021.932,4.63333,30.12172,45.24733,0.29653,16
2022.032,4.64135,30.26642,45.32572,0.29795,16
2022.132,4.64962,30.35168,45.40643,0.29879,16
2022.232,4.65835,30.4663,45.49174,0.29992,16
2022.332,4.66638,30.57562,45.57014,0.301,16
2022.432,4.67488,30.69462,45.65314,0.30217,16
2022.532,4.6835,30.79269,45.73731,0.30313,16
2022.632,4.69153,30.90965,45.8157,0.30429,16
2022.732,4.70015,31.03746,45.89987,0.30554,16
2022.832,4.70829,31.14202,45.97942,0.30657,16
2022.932,4.7162,31.24742,46.05666,0.30761,16
2023.032,4.72482,31.39771,46.14081,0.30909,16
2023.132,4.73308,31.48859,46.22152,0.30999,16
2023.232,4.74135,31.57831,46.30222,0.31087,16
2023.332,4.75008,31.73355,46.38754,0.3124,16
2023.432,4.75799,31.83976,46.46477,0.31344,16
2023.532,4.76649,31.94362,46.54779,0.31447,16
2023.632,4.77476,32.08913,46.62849,0.3159,16
2023.732,4.7829,32.21024,46.70804,0.31709,16
2023.832,4.79164,32.33176,46.79335,0.31829,16
2023.932,4.80002,32.45969,46.87521,0.31955,16
2024.032,4.80828,32.59404,46.9559,0.32087,16
2024.132,4.8169,32.70595,47.04007,0.32197,16
2024.232,4.82481,32.82598,47.11731,0.32315,16
2024.332,4.83308,32.94624,47.19801,0.32434,16
2024.432,4.84146,33.09406,47.27986,0.32579,16
2024.532,4.8496,33.17656,47.35942,0.3266,16
2024.632,4.8581,33.33621,47.44243,0.32817,16
2024.732,4.86637,33.43169,47.52313,0.32911,16
2024.832,4.87475,33.57034,47.60498,0.33048,16
2024.932,4.88337,33.71838,47.68914,0.33194,16
2025.032,4.89151,33.84752,47.76869,0.33321,16
2025.132,4.89966,33.94464,47.84824,0.33416,16
2025.232,4.90816,34.09609,47.93124,0.33565,16
2025.332,4.91666,34.23211,48.01426,0.33699,16
2025.432,4.92504,34.35408,48.09611,0.33819,16
2025.532,4.93331,34.50917,48.17681,0.33972,16
2025.632,4.94181,34.63664,48.25983,0.34098,16
2025.732,4.95007,34.76887,48.34052,0.34228,16
2025.832,4.95798,34.87603,48.41777,0.34333,16
2025.932,4.96624,35.00887,48.49847,0.34464,16
2026.032,4.97474,35.13046,48.58148,0.34584,16
2026.132,4.98289,35.29403,48.66102,0.34745,16
2026.232,4.99139,35.42445,48.74403,0.34873,16
2026.332,4.99989,35.56124,48.82704,0.35008,16
2026.432,5.00815,35.68932,48.90774,0.35134,16
2026.532,5.01665,35.89154,48.99075,0.35333,16
2026.632,5.02456,35.97338,49.06799,0.35414,16
2026.732,5.03306,36.12245,49.15101,0.3556,16
2026.832,5.04168,36.24203,49.23517,0.35678,16
2026.932,5.04983,36.44851,49.31471,0.35881,16
2027.032,5.05844,36.58786,49.39888,0.36018,16
2027.132,5.06671,36.73001,49.47958,0.36158,16
2027.232,5.07485,36.87894,49.55913,0.36305,16
2027.332,5.08324,37.02896,49.64098,0.36453,16
2027.432,5.09138,37.17855,49.72053,0.366,16
2027.532,5.09965,37.31731,49.80123,0.36737,16
2027.632,5.10838,37.47667,49.88655,0.36893,16
2027.732,5.11629,37.6158,49.96378,0.3703,16
2027.776,5.12007,37.67654,50.00068,0.3709,16
2027.778,5.12019,37.67935,50.00184,0.37093,16
2027.78,5.12042,37.68261,50.00414,0.37096,16
2027.88,5.11948,37.69597,49.99492,0.37109,16.5
2027.98,5.10673,37.36809,49.87041,0.36787,16.5
2028.08,5.09528,37.00044,49.75857,0.36425,16.5
2028.18,5.0869,36.73915,49.67672,0.36167,16.5
2028.28,5.07851,36.50421,49.59486,0.35936,16.5
2028.38,5.07001,36.31212,49.51186,0.35747,16.5
2028.48,5.06175,36.05729,49.43116,0.35496,16.5
2028.58,5.05301,35.85382,49.34584,0.35296,16.5
2028.68,5.04499,35.65305,49.26744,0.35098,16.5
2028.78,5.03684,35.45229,49.1879,0.34901,16.5
2028.88,5.02822,35.26821,49.10373,0.34719,16.5
2028.98,5.01996,35.04231,49.02303,0.34497,16.5
2029.08,5.01169,34.86586,48.94233,0.34323,16.5
2029.18,5.00319,34.70913,48.85933,0.34169,16.5
2029.28,4.99493,34.50777,48.77862,0.33971,16.5
2029.38,4.98667,34.30935,48.69792,0.33775,16.5
2029.48,4.9784,34.11091,48.61722,0.3358,16.5
2029.58,4.97038,33.95996,48.53882,0.33431,16.5
2029.68,4.96188,33.7531,48.45582,0.33228,16.5
