时间,位移,载荷,压缩应变 (位移),压缩应力,循环计数
(s),(mm),(N),(%),(MPa),
1537.988,4.97026,34.29578,48.53767,0.33762,12.5
1538.088,4.96176,34.12233,48.45466,0.33591,12.5
1538.188,4.95361,33.92236,48.37511,0.33394,12.5
1538.288,4.94499,33.7646,48.29095,0.33239,12.5
1538.388,4.93649,33.57626,48.20794,0.33054,12.5
1538.488,4.92835,33.41558,48.12839,0.32896,12.5
1538.588,4.91997,33.25309,48.04654,0.32736,12.5
1538.688,4.91158,33.09164,47.96468,0.32577,12.5
1538.788,4.90332,32.89851,47.88398,0.32387,12.5
1538.888,4.89494,32.71501,47.80213,0.32206,12.5
1538.988,4.88667,32.58216,47.72142,0.32075,12.5
1539.088,4.87829,32.40767,47.63957,0.31903,12.5
1539.188,4.87003,32.26447,47.55886,0.31762,12.5
1539.288,4.86188,32.08741,47.47931,0.31588,12.5
1539.388,4.8535,31.92598,47.39746,0.31429,12.5
1539.488,4.84524,31.74777,47.31676,0.31254,12.5
1539.588,4.83685,31.61135,47.2349,0.31119,12.5
1539.688,4.82835,31.47127,47.1519,0.30982,12.5
1539.788,4.82009,31.32854,47.07119,0.30841,12.5
1539.888,4.81159,31.15413,46.98819,0.30669,12.5
1539.988,4.80321,30.99186,46.90634,0.3051,12.5
1540.088,4.79494,30.8705,46.82563,0.3039,12.5
1540.188,4.78644,30.69475,46.74262,0.30217,12.5
1540.288,4.77842,30.56577,46.66423,0.3009,12.5
1540.388,4.77015,30.41398,46.58352,0.29941,12.5
1540.488,4.76165,30.25038,46.50052,0.2978,12.5
1540.588,4.75339,30.12072,46.41981,0.29652,12.5
1540.688,4.74524,30.00209,46.34027,0.29535,12.5
1540.788,4.73674,29.85106,46.25726,0.29387,12.5
1540.888,4.7286,29.71231,46.17771,0.2925,12.5
1540.988,4.71998,29.57487,46.09355,0.29115,12.5
1541.088,4.7116,29.38395,46.0117,0.28927,12.5
1541.188,4.70357,29.30933,45.9333,0.28853,12.5
1541.288,4.69483,29.15404,45.84798,0.287,12.5
1541.388,4.68645,28.98241,45.76613,0.28531,12.5
1541.488,4.67831,28.87113,45.68658,0.28422,12.5
1541.588,4.66981,28.71604,45.60357,0.28269,12.5
1541.688,4.66178,28.61574,45.52518,0.2817,12.5
1541.788,4.6534,28.45967,45.44332,0.28017,12.5
1541.888,4.64513,28.33517,45.36262,0.27894,12.5
1541.988,4.63699,28.20277,45.28307,0.27764,12.5
1542.088,4.62825,28.08459,45.19776,0.27648,12.5
1542.188,4.61975,27.95493,45.11475,0.2752,12.5
1542.288,4.61196,27.83156,45.03866,0.27398,12.5
1542.388,4.60334,27.6893,44.95449,0.27258,12.5
1542.488,4.59508,27.61515,44.87379,0.27185,12.5
1542.588,4.58681,27.46106,44.79309,0.27034,12.5
1542.688,4.57831,27.302,44.71009,0.26877,12.5
1542.788,4.56993,27.20645,44.62823,0.26783,12.5
1542.888,4.56143,27.09801,44.54522,0.26676,12.5
1542.988,4.55305,26.96667,44.46337,0.26547,12.5
1543.088,4.54514,26.88531,44.38613,0.26467,12.5
1543.188,4.53664,26.72882,44.30311,0.26313,12.5
1543.288,4.52838,26.61609,44.22241,0.26202,12.5
1543.388,4.52035,26.48946,44.14402,0.26077,12.5
1543.488,4.51173,26.38161,44.05986,0.25971,12.5
1543.588,4.50335,26.28402,43.978,0.25875,12.5
1543.688,4.49508,26.15626,43.8973,0.25749,12.5
1543.788,4.48694,26.04081,43.81775,0.25636,12.5
1543.888,4.47844,25.9124,43.73475,0.25509,12.5
1543.988,4.46994,25.78838,43.65174,0.25387,12.5
1544.088,4.46144,25.7044,43.56872,0.25304,12.5
1544.188,4.45341,25.62042,43.49034,0.25222,12.5
1544.288,4.44491,25.45245,43.40732,0.25056,12.5
1544.388,4.43653,25.3576,43.32547,0.24963,12.5
1544.488,4.42826,25.27036,43.24477,0.24877,12.5
1544.588,4.42012,25.17483,43.16522,0.24783,12.5
1544.688,4.41185,25.056,43.08451,0.24666,12.5
1544.788,4.40324,24.97466,43.00036,0.24586,12.5
1544.888,4.39521,24.88096,42.92196,0.24494,12.5
1544.988,4.38694,24.76723,42.84126,0.24382,12.5
1545.088,4.37833,24.65042,42.7571,0.24267,12.5
1545.188,4.37018,24.58234,42.67755,0.242,12.5
1545.288,4.36168,24.48281,42.59454,0.24102,12.5
1545.388,4.3533,24.34845,42.51268,0.2397,12.5
1545.488,4.34492,24.25585,42.43083,0.23878,12.5
1545.588,4.33653,24.18836,42.34897,0.23812,12.5
1545.688,4.32827,24.07822,42.26827,0.23704,12.5
1545.788,4.31989,23.98544,42.18642,0.23612,12.5
1545.888,4.31151,23.87096,42.10456,0.23499,12.5
1545.988,4.30336,23.80707,42.02501,0.23437,12.5
1546.088,4.29522,23.70399,41.94547,0.23335,12.5
1546.188,4.2866,23.63059,41.8613,0.23263,12.5
1546.288,4.27845,23.49733,41.78175,0.23132,12.5
1546.388,4.27019,23.42612,41.70105,0.23062,12.5
1546.488,4.26192,23.29697,41.62035,0.22934,12.5
1546.588,4.25354,23.23938,41.53849,0.22878,12.5
1546.688,4.24469,23.12738,41.45203,0.22767,12.5
1546.788,4.23654,23.04812,41.37248,0.22689,12.5
1546.888,4.22851,22.96664,41.29409,0.22609,12.5
1546.988,4.21978,22.84261,41.20877,0.22487,12.5
1547.088,4.21163,22.77184,41.12922,0.22417,12.5
1547.188,4.20337,22.6709,41.04852,0.22318,12.5
1547.288,4.19499,22.58969,40.96666,0.22238,12.5
1547.388,4.18672,22.52876,40.88596,0.22178,12.5
1547.488,4.1781,22.42409,40.8018,0.22075,12.5
1547.588,4.16984,22.35144,40.7211,0.22004,12.5
1547.688,4.16193,22.25912,40.64385,0.21913,12.5
1547.788,4.15319,22.16437,40.55854,0.21819,12.5
1547.888,4.14517,22.08706,40.48015,0.21743,12.5
1547.988,4.13702,22.01381,40.4006,0.21671,12.5
1548.088,4.12828,21.91614,40.31528,0.21575,12.5
1548.188,4.12002,21.86291,40.23458,0.21523,12.5
1548.288,4.11152,21.77317,40.15157,0.21434,12.5
1548.388,4.10337,21.67272,40.07202,0.21335,12.5
1548.488,4.09499,21.60654,39.99017,0.2127,12.5
1548.588,4.08649,21.5294,39.90716,0.21194,12.5
1548.688,4.07823,21.40505,39.82646,0.21072,12.5
1548.788,4.07008,21.36875,39.74691,0.21036,12.5
1548.888,4.06158,21.27026,39.6639,0.20939,12.5
1548.988,4.05332,21.21789,39.5832,0.20888,12.5
1549.088,4.04506,21.12159,39.5025,0.20793,12.5
1549.188,4.03679,21.03715,39.4218,0.2071,12.5
1549.288,4.02853,20.95548,39.3411,0.20629,12.5
1549.388,4.02003,20.90189,39.25808,0.20577,12.5
1549.488,4.01165,20.79765,39.17623,0.20474,12.5
1549.588,4.00362,20.74682,39.09784,0.20424,12.5
1549.688,3.995,20.64006,39.01367,0.20319,12.5
1549.788,3.98674,20.58622,38.93297,0.20266,12.5
1549.888,3.97835,20.51524,38.85112,0.20196,12.5
1549.988,3.96985,20.44442,38.76811,0.20126,12.5
1550.088,3.96159,20.35048,38.68741,0.20034,12.5
1550.188,3.95321,20.26803,38.60556,0.19953,12.5
1550.288,3.94494,20.19979,38.52485,0.19885,12.5
1550.388,3.93692,20.14541,38.44645,0.19832,12.5
1550.488,3.9283,20.07568,38.36229,0.19763,12.5
1550.588,3.92015,19.98413,38.28274,0.19673,12.5
1550.688,3.91177,19.90038,38.20089,0.19591,12.5
1550.788,3.90351,19.83636,38.12019,0.19528,12.5
1550.888,3.89524,19.76764,38.03948,0.1946,12.5
1550.988,3.88662,19.68625,37.95532,0.1938,12.5
1551.088,3.87824,19.64256,37.87346,0.19337,12.5
1551.188,3.86998,19.54719,37.79277,0.19243,12.5
1551.288,3.86148,19.4244,37.70976,0.19122,12.5
1551.388,3.85322,19.39349,37.62906,0.19092,12.5
1551.488,3.84483,19.33909,37.5472,0.19038,12.5
1551.588,3.83657,19.23516,37.4665,0.18936,12.5
1551.688,3.82842,19.22486,37.38695,0.18926,12.5
1551.788,3.81992,19.12676,37.30394,0.18829,12.5
1551.888,3.81166,19.03374,37.22324,0.18738,12.5
1551.988,3.8034,18.99225,37.14254,0.18697,12.5
1552.088,3.79501,18.90297,37.06068,0.18609,12.5
1552.188,3.78675,18.82175,36.97998,0.18529,12.5
1552.288,3.7786,18.76194,36.90043,0.1847,12.5
1552.388,3.76987,18.70019,36.81512,0.18409,12.5
1552.488,3.76172,18.63893,36.73557,0.18349,12.5
1552.588,3.75322,18.56988,36.65256,0.18281,12.5
1552.688,3.74496,18.47446,36.57186,0.18187,12.5
1552.788,3.73669,18.46287,36.49116,0.18176,12.5
1552.888,3.72819,18.36775,36.40815,0.18082,12.5
1552.988,3.71981,18.31131,36.32629,0.18026,12.5
1553.088,3.7119,18.2377,36.24905,0.17954,12.5
1553.188,3.70317,18.19735,36.16374,0.17914,12.5
1553.288,3.69502,18.14363,36.08419,0.17861,12.5
1553.388,3.68688,18.01667,36.00464,0.17736,12.5
1553.488,3.67838,17.98215,35.92163,0.17702,12.5
1553.588,3.67023,17.90449,35.84208,0.17626,12.5
1553.688,3.66173,17.85959,35.75907,0.17582,12.5
1553.788,3.65323,17.74973,35.67607,0.17474,12.5
1553.888,3.64508,17.73897,35.59652,0.17463,12.5
1553.988,3.63647,17.64107,35.51236,0.17367,12.5
1554.088,3.6282,17.61157,35.43165,0.17337,12.5
1554.188,3.61994,17.55516,35.35095,0.17282,12.5
1554.288,3.61156,17.47795,35.2691,0.17206,12.5
1554.388,3.60341,17.45355,35.18955,0.17182,12.5
1554.488,3.59503,17.36879,35.10769,0.17098,12.5
1554.588,3.58665,17.31059,35.02584,0.17041,12.5
1554.688,3.5785,17.22421,34.94629,0.16956,12.5
1554.788,3.57,17.18017,34.86328,0.16913,12.5
1554.888,3.56174,17.12235,34.78258,0.16856,12.5
1554.988,3.55359,17.08305,34.70303,0.16817,12.5
1555.088,3.54521,17.01734,34.62118,0.16753,12.5
1555.188,3.53671,16.9591,34.53816,0.16695,12.5
1555.288,3.52821,16.88856,34.45516,0.16626,12.5
1555.388,3.51983,16.83027,34.3733,0.16568,12.5
1555.488,3.51168,16.78777,34.29375,0.16527,12.5
1555.588,3.50318,16.69547,34.21075,0.16436,12.5
1555.688,3.4948,16.66047,34.1289,0.16401,12.5
1555.788,3.48677,16.60883,34.05049,0.1635,12.5
1555.888,3.47827,16.54353,33.96749,0.16286,12.5
1555.988,3.47013,16.49295,33.88794,0.16236,12.5
1556.088,3.46174,16.42156,33.80608,0.16166,12.5
1556.188,3.4536,16.38062,33.72653,0.16126,12.5
1556.288,3.4451,16.30048,33.64353,0.16047,12.5
1556.388,3.43672,16.25105,33.56167,0.15998,12.5
1556.488,3.42833,16.22861,33.47982,0.15976,12.5
1556.588,3.42007,16.13109,33.39912,0.1588,12.5
1556.688,3.41157,16.10387,33.31611,0.15853,12.5
1556.788,3.40331,16.05228,33.23541,0.15802,12.5
1556.888,3.39516,15.94923,33.15586,0.15701,12.5
1556.988,3.38666,15.90278,33.07285,0.15655,12.5
1557.088,3.3784,15.88983,32.99215,0.15643,12.5
1557.188,3.3699,15.81753,32.90914,0.15571,12.5
1557.288,3.36163,15.77989,32.82844,0.15534,12.5
1557.388,3.35337,15.68547,32.74774,0.15441,12.5
1557.488,3.34487,15.65969,32.66473,0.15416,12.5
1557.588,3.3366,15.574,32.58403,0.15332,12.5
1557.688,3.32858,15.54291,32.50563,0.15301,12.5
1557.788,3.32019,15.48706,32.42377,0.15246,12.5
1557.888,3.31205,15.42936,32.34423,0.15189,12.5
1557.988,3.30319,15.31952,32.25776,0.15081,12.5
1558.088,3.29505,15.31097,32.17821,0.15073,12.5
1558.188,3.28678,15.28398,32.0975,0.15046,12.5
1558.288,3.27817,15.20578,32.01335,0.14969,12.5
1558.388,3.2699,15.1547,31.93265,0.14919,12.5
1558.488,3.26199,15.09439,31.8554,0.14859,12.5
1558.588,3.25302,15.02925,31.76778,0.14795,12.5
1558.688,3.24499,14.99346,31.68938,0.1476,12.5
1558.788,3.23661,14.91611,31.60753,0.14684,12.5
1558.888,3.22835,14.87066,31.52683,0.14639,12.5
1558.988,3.2202,14.85249,31.44728,0.14621,12.5
1559.088,3.2117,14.77318,31.36427,0.14543,12.5
1559.188,3.20332,14.72028,31.28241,0.14491,12.5
1559.288,3.19529,14.67926,31.20402,0.14451,12.5
1559.388,3.18667,14.62884,31.11986,0.14401,12.5
1559.488,3.17829,14.59772,31.03801,0.14371,12.5
1559.588,3.17026,14.51153,30.95961,0.14286,12.5
1559.688,3.16165,14.47923,30.87545,0.14254,12.5
1559.788,3.15338,14.44187,30.79475,0.14217,12.5
1559.888,3.14488,14.38201,30.71174,0.14158,12.5
1559.988,3.1365,14.31561,30.62989,0.14093,12.5
1560.088,3.12847,14.29085,30.55149,0.14068,12.5
1560.188,3.11997,14.2348,30.46848,0.14013,12.5
1560.288,3.11147,14.15808,30.38547,0.13938,12.5
1560.388,3.10344,14.14679,30.30708,0.13927,12.5
1560.488,3.09483,14.10043,30.22292,0.13881,12.5
1560.588,3.08668,14.04971,30.14337,0.13831,12.5
1560.688,3.07853,13.96076,30.06382,0.13744,12.5
1560.788,3.07027,13.94719,29.98311,0.1373,12.5
1560.888,3.06177,13.91999,29.90011,0.13703,12.5
1560.988,3.05315,13.86611,29.81595,0.1365,12.5
1561.088,3.04477,13.77283,29.73409,0.13558,12.5
1561.188,3.03662,13.71807,29.65454,0.13505,12.5
1561.288,3.02824,13.68341,29.57269,0.1347,12.5
1561.388,3.01998,13.64443,29.49198,0.13432,12.5
1561.488,3.01172,13.63145,29.41128,0.13419,12.5
1561.588,3.00345,13.57125,29.33058,0.1336,12.5
1561.688,2.99507,13.46596,29.24873,0.13256,12.5
1561.788,2.98657,13.4738,29.16572,0.13264,12.5
1561.888,2.97831,13.46295,29.08502,0.13253,12.5
1561.988,2.97028,13.38422,29.00662,0.13176,12.5
1562.088,2.96178,13.31322,28.92361,0.13106,12.5
1562.188,2.95363,13.27171,28.84406,0.13065,12.5
1562.288,2.94513,13.24452,28.76106,0.13038,12.5
1562.388,2.93675,13.18451,28.6792,0.12979,12.5
1562.488,2.92825,13.15133,28.59619,0.12947,12.5
1562.588,2.91987,13.0983,28.51434,0.12894,12.5
1562.688,2.91149,13.06422,28.43248,0.12861,12.5
1562.788,2.90322,13.02289,28.35178,0.1282,12.5
1562.888,2.89484,12.94215,28.26993,0.12741,12.5
1562.988,2.88669,12.91378,28.19038,0.12713,12.5
1563.088,2.87855,12.86984,28.11083,0.1267,12.5
1563.188,2.87005,12.87137,28.02782,0.12671,12.5
1563.288,2.86167,12.76507,27.94597,0.12566,12.5
1563.388,2.85328,12.77514,27.86411,0.12576,12.5
1563.488,2.84502,12.69861,27.78341,0.12501,12.5
1563.588,2.83688,12.63357,27.70386,0.12437,12.5
1563.688,2.82837,12.63739,27.62085,0.12441,12.5
1563.788,2.81999,12.57205,27.53899,0.12376,12.5
1563.888,2.81185,12.50881,27.45945,0.12314,12.5
1563.988,2.80299,12.47458,27.37298,0.1228,12.5
1564.088,2.79497,12.43036,27.29459,0.12237,12.5
1564.188,2.78658,12.38027,27.21273,0.12188,12.5
1564.288,2.7782,12.36754,27.13087,0.12175,12.5
1564.388,2.77017,12.28497,27.05248,0.12094,12.5
1564.488,2.76167,12.27177,26.96947,0.12081,12.5
1564.588,2.75329,12.23018,26.88762,0.1204,12.5
1564.688,2.74526,12.17879,26.80922,0.11989,12.5
1564.788,2.73653,12.14862,26.72391,0.1196,12.5
1564.888,2.7285,12.10914,26.64551,0.11921,12.5
1564.988,2.72024,12.0668,26.56481,0.11879,12.5
1565.088,2.71162,12.04748,26.48065,0.1186,12.5
1565.188,2.70359,11.98416,26.40225,0.11798,12.5
1565.288,2.69497,11.9669,26.31809,0.11781,12.5
1565.388,2.68635,11.88658,26.23393,0.11702,12.5
1565.488,2.67821,11.86522,26.15438,0.11681,12.5
1565.588,2.66983,11.81865,26.07253,0.11635,12.5
1565.688,2.66156,11.77136,25.99182,0.11588,12.5
1565.788,2.6533,11.7356,25.91112,0.11553,12.5
1565.888,2.64492,11.69238,25.82926,0.1151,12.5
1565.988,2.63677,11.6445,25.74972,0.11463,12.5
1566.088,2.62839,11.58476,25.66786,0.11404,12.5
1566.188,2.62001,11.56258,25.586,0.11383,12.5
1566.288,2.61174,11.52755,25.5053,0.11348,12.5
1566.388,2.60348,11.51959,25.4246,0.1134,12.5
1566.488,2.59498,11.45898,25.34159,0.11281,12.5
1566.588,2.58683,11.417,25.26205,0.11239,12.5
1566.688,2.57833,11.3993,25.17904,0.11222,12.5
1566.788,2.56995,11.33311,25.09718,0.11157,12.5
1566.888,2.56145,11.32486,25.01417,0.11149,12.5
1566.988,2.55319,11.25492,24.93348,0.1108,12.5
1567.088,2.54492,11.23057,24.85277,0.11056,12.5
1567.188,2.53666,11.19227,24.77207,0.11018,12.5
1567.288,2.52828,11.14256,24.69021,0.10969,12.5
1567.388,2.52001,11.09639,24.60951,0.10924,12.5
1567.488,2.51163,11.05871,24.52766,0.10887,12.5
1567.588,2.50349,11.03891,24.44811,0.10867,12.5
1567.688,2.4951,11.00894,24.36625,0.10838,12.5
1567.788,2.48672,10.9441,24.2844,0.10774,12.5
1567.888,2.47846,10.92188,24.2037,0.10752,12.5
1567.988,2.46996,10.85859,24.12069,0.1069,12.5
1568.088,2.46158,10.83934,24.03883,0.10671,12.5
1568.188,2.45331,10.83719,23.95813,0.10669,12.5
1568.288,2.44481,10.76779,23.87512,0.106,12.5
1568.388,2.43667,10.70797,23.79557,0.10541,12.5
1568.488,2.42817,10.70547,23.71257,0.10539,12.5
1568.588,2.4199,10.62528,23.63187,0.1046,12.5
1568.688,2.41164,10.59831,23.55116,0.10433,12.5
1568.788,2.40326,10.52935,23.46931,0.10365,12.5
1568.888,2.39499,10.5364,23.3886,0.10372,12.5
1568.988,2.38685,10.48469,23.30906,0.10322,12.5
1569.088,2.37835,10.45904,23.22605,0.10296,12.5
1569.188,2.37008,10.42378,23.14535,0.10262,12.5
1569.288,2.36194,10.38974,23.0658,0.10228,12.5
1569.388,2.35332,10.3538,22.98163,0.10193,12.5
1569.488,2.34517,10.31098,22.90209,0.10151,12.5
1569.588,2.33656,10.28315,22.81793,0.10123,12.5
1569.688,2.32829,10.21621,22.73722,0.10057,12.5
1569.788,2.32015,10.1649,22.65767,0.10007,12.5
1569.888,2.31153,10.17356,22.57351,0.10015,12.5
1569.988,2.30315,10.10488,22.49166,0.09948,12.5
1570.088,2.29535,10.04051,22.41557,0.09884,12.5
1570.188,2.28638,10.04289,22.32795,0.09887,12.5
1570.288,2.27835,9.96838,22.24955,0.09813,12.5
1570.388,2.27021,9.97781,22.17,0.09823,12.5
1570.488,2.26171,9.93546,22.087,0.09781,12.5
1570.588,2.25356,9.86761,22.00745,0.09714,12.5
1570.688,2.24506,9.83014,21.92444,0.09677,12.5
1570.788,2.23644,9.7956,21.84028,0.09643,12.5
1570.888,2.22842,9.78323,21.76188,0.09631,12.5
1570.988,2.2198,9.71955,21.67772,0.09568,12.5
1571.088,2.21153,9.6721,21.59702,0.09522,12.5
1571.188,2.20339,9.66161,21.51747,0.09511,12.5
1571.288,2.19489,9.60624,21.43446,0.09457,12.5
1571.388,2.18674,9.56834,21.35491,0.09419,12.5
1571.488,2.17824,9.5543,21.2719,0.09406,12.5
1571.588,2.16998,9.46489,21.19121,0.09318,12.5
1571.688,2.1616,9.45142,21.10935,0.09304,12.5
1571.788,2.15345,9.45354,21.0298,0.09306,12.5
1571.888,2.14507,9.4116,20.94794,0.09265,12.5
1571.988,2.13692,9.35809,20.8684,0.09212,12.5
1572.088,2.12842,9.31368,20.78539,0.09169,12.5
1572.188,2.12004,9.27152,20.70353,0.09127,12.5
1572.288,2.11166,9.24,20.62168,0.09096,12.5
1572.388,2.10328,9.17553,20.53982,0.09033,12.5
1572.488,2.0949,9.14892,20.45797,0.09007,12.5
1572.588,2.08651,9.12616,20.37611,0.08984,12.5
1572.688,2.07825,9.07784,20.29541,0.08937,12.5
1572.788,2.0701,9.02566,20.21586,0.08885,12.5
1572.888,2.0616,9.03179,20.13285,0.08891,12.5
1572.988,2.05334,8.92921,20.05215,0.0879,12.5
1573.088,2.04508,8.90634,19.97145,0.08768,12.5
1573.188,2.03693,8.87782,19.8919,0.0874,12.5
1573.288,2.02843,8.8579,19.80889,0.0872,12.5
1573.388,2.02028,8.81357,19.72934,0.08676,12.5
1573.488,2.0119,8.7646,19.64749,0.08628,12.5
1573.588,2.00352,8.72859,19.56563,0.08593,12.5
1573.688,1.9949,8.71459,19.48147,0.08579,12.5
1573.788,1.98664,8.63821,19.40077,0.08504,12.5
1573.888,1.97826,8.62508,19.31892,0.08491,12.5
1573.988,1.96976,8.55805,19.23591,0.08425,12.5
1574.088,1.96161,8.52595,19.15636,0.08393,12.5
1574.188,1.95311,8.4704,19.07335,0.08339,12.5
1574.288,1.94497,8.45918,18.9938,0.08328,12.5
1574.388,1.93682,8.38509,18.91425,0.08255,12.5
1574.488,1.92832,8.40799,18.83125,0.08277,12.5
1574.588,1.92006,8.35395,18.75054,0.08224,12.5
1574.688,1.91179,8.30742,18.66984,0.08178,12.5
1574.788,1.90317,8.26231,18.58568,0.08134,12.5
1574.888,1.89515,8.23468,18.50728,0.08107,12.5
1574.988,1.88665,8.1421,18.42428,0.08015,12.5
1575.088,1.87838,8.14219,18.34357,0.08015,12.5
1575.188,1.87012,8.08815,18.26287,0.07962,12.5
1575.288,1.8615,8.06306,18.17871,0.07938,12.5
1575.388,1.853,8.00881,18.0957,0.07884,12.5
1575.488,1.84509,7.98568,18.01846,0.07861,12.5
1575.588,1.83647,7.93849,17.9343,0.07815,12.5
1575.688,1.82844,7.88941,17.8559,0.07767,12.5
1575.788,1.82006,7.87374,17.77405,0.07751,12.5
1575.888,1.81156,7.7909,17.69104,0.0767,12.5
1575.988,1.8033,7.7616,17.61034,0.07641,12.5
1576.088,1.79503,7.70696,17.52964,0.07587,12.5
1576.188,1.78677,7.70384,17.44893,0.07584,12.5
1576.288,1.77863,7.65998,17.36939,0.07541,12.5
1576.388,1.77001,7.60873,17.28522,0.0749,12.5
1576.488,1.76174,7.57369,17.20452,0.07456,12.5
1576.588,1.7536,7.52226,17.12497,0.07405,12.5
1576.688,1.7451,7.50078,17.04197,0.07384,12.5
1576.788,1.73683,7.4581,16.96126,0.07342,12.5
1576.888,1.72845,7.4106,16.87941,0.07295,12.5
1576.988,1.71983,7.34852,16.79525,0.07234,12.5
1577.088,1.71169,7.3472,16.7157,0.07233,12.5
1577.188,1.70342,7.26528,16.635,0.07152,12.5
1577.288,1.69528,7.24691,16.55545,0.07134,12.5
1577.388,1.68666,7.19573,16.47129,0.07084,12.5
1577.488,1.67851,7.15599,16.39174,0.07045,12.5
1577.588,1.67025,7.12656,16.31103,0.07016,12.5
1577.688,1.66175,7.05788,16.22803,0.06948,12.5
1577.788,1.65349,7.02633,16.14733,0.06917,12.5
1577.888,1.6451,7.00423,16.06547,0.06895,12.5
1577.988,1.63637,6.91659,15.98016,0.06809,12.5
1578.088,1.62763,6.86237,15.89484,0.06756,12.5
1578.188,1.61996,6.84523,15.81991,0.06739,12.5
1578.288,1.61158,6.78535,15.73805,0.0668,12.5
1578.388,1.60319,6.73005,15.6562,0.06625,12.5
1578.488,1.59481,6.72384,15.57434,0.06619,12.5
1578.588,1.58667,6.66075,15.49479,0.06557,12.5
1578.688,1.5784,6.62001,15.41409,0.06517,12.5
1578.788,1.5699,6.5763,15.33108,0.06474,12.5
1578.888,1.56152,6.54068,15.24923,0.06439,12.5
1578.988,1.55338,6.47897,15.16968,0.06378,12.5
1579.088,1.54499,6.43707,15.08782,0.06337,12.5
1579.188,1.53685,6.3928,15.00827,0.06293,12.5
1579.288,1.52835,6.34516,14.92527,0.06246,12.5
1579.388,1.51997,6.2933,14.84341,0.06195,12.5
1579.488,1.5117,6.25456,14.76271,0.06157,12.5
1579.588,1.50332,6.18556,14.68085,0.06089,12.5
1579.688,1.49494,6.17708,14.599,0.06081,12.5
1579.788,1.48656,6.09956,14.51714,0.06005,12.5
1579.888,1.47806,6.03548,14.43414,0.05942,12.5
1579.988,1.47003,5.97097,14.35574,0.05878,12.5
1580.088,1.46165,5.97268,14.27388,0.0588,12.5
1580.188,1.45326,5.90883,14.19203,0.05817,12.5
1580.288,1.44524,5.85879,14.11363,0.05768,12.5
1580.388,1.43674,5.79306,14.03063,0.05703,12.5
1580.488,1.42824,5.77022,13.94762,0.0568,12.5
1580.588,1.42033,5.69268,13.87038,0.05604,12.5
1580.688,1.41159,5.64454,13.78506,0.05557,12.5
1580.788,1.40333,5.5949,13.70436,0.05508,12.5
1580.888,1.39518,5.53205,13.62481,0.05446,12.5
1580.988,1.38644,5.49534,13.5395,0.0541,12.5
1581.088,1.3783,5.39416,13.45995,0.0531,12.5
1581.188,1.3698,5.38009,13.37694,0.05296,12.5
1581.288,1.36165,5.32837,13.29739,0.05245,12.5
1581.388,1.35351,5.24128,13.21784,0.0516,12.5
1581.488,1.34501,5.21043,13.13483,0.05129,12.5
1581.588,1.33651,5.16921,13.05183,0.05089,12.5
1581.688,1.3286,5.07141,12.97458,0.04992,12.5
1581.788,1.31986,5.03456,12.88927,0.04956,12.5
1581.888,1.31183,4.97354,12.81087,0.04896,12.5
1581.988,1.30345,4.92629,12.72902,0.0485,12.5
1582.088,1.29495,4.8428,12.64601,0.04767,12.5
1582.188,1.28669,4.77558,12.56531,0.04701,12.5
1582.288,1.27831,4.73485,12.48345,0.04661,12.5
1582.388,1.26981,4.68063,12.40045,0.04608,12.5
1582.488,1.26166,4.6493,12.3209,0.04577,12.5
1582.588,1.2534,4.58287,12.24019,0.04512,12.5
1582.688,1.2449,4.52089,12.15719,0.04451,12.5
1582.788,1.23687,4.44992,12.07879,0.04381,12.5
1582.888,1.22825,4.41112,11.99463,0.04342,12.5
1582.988,1.21999,4.33613,11.91393,0.04269,12.5
1583.088,1.21172,4.25879,11.83323,0.04193,12.5
1583.188,1.20358,4.21805,11.75368,0.04152,12.5
1583.288,1.19519,4.15539,11.67182,0.04091,12.5
1583.388,1.18669,4.0915,11.58881,0.04028,12.5
1583.488,1.17831,4.05325,11.50696,0.0399,12.5
1583.588,1.17017,3.97989,11.42741,0.03918,12.5
1583.688,1.16178,3.86398,11.34555,0.03804,12.5
1583.788,1.1534,3.84811,11.2637,0.03788,12.5
1583.888,1.14514,3.77214,11.183,0.03713,12.5
1583.988,1.13664,3.69402,11.09999,0.03637,12.5
1584.088,1.12826,3.63497,11.01814,0.03578,12.5
1584.188,1.11987,3.59619,10.93628,0.0354,12.5
1584.288,1.11161,3.54017,10.85558,0.03485,12.5
1584.388,1.10347,3.41594,10.77603,0.03363,12.5
1584.488,1.09485,3.38936,10.69187,0.03337,12.5
1584.588,1.08682,3.29093,10.61347,0.0324,12.5
1584.688,1.07856,3.25155,10.53277,0.03201,12.5
1584.788,1.07017,3.18234,10.45092,0.03133,12.5
1584.888,1.06179,3.07455,10.36906,0.03027,12.5
1584.988,1.05329,3.01137,10.28605,0.02965,12.5
1585.088,1.04491,2.94789,10.2042,0.02902,12.5
1585.188,1.03653,2.90273,10.12234,0.02858,12.5
1585.288,1.02803,2.80284,10.03933,0.02759,12.5
1585.388,1.01988,2.75182,9.95978,0.02709,12.5
1585.488,1.01162,2.6857,9.87908,0.02644,12.5
1585.588,1.00324,2.56022,9.79723,0.0252,12.5
1585.688,0.99497,2.54578,9.71653,0.02506,12.5
1585.788,0.98671,2.45356,9.63582,0.02415,12.5
1585.888,0.97833,2.36251,9.55397,0.02326,12.5
1585.988,0.97018,2.28577,9.47442,0.0225,12.5
